Year,Cause Name,State,State Code,Deaths,Age-adjusted Death Rate
2013,Heart disease,Tennessee,TN,14803,204.1
2013,Heart disease,Texas,TX,40203,170.7
2013,Heart disease,Utah,UT,3323,149
2013,Heart disease,Vermont,VT,1220,149.6
2013,Heart disease,Virginia,VA,13663,157.3
2013,Heart disease,Washington,WA,10524,138.2
2013,Heart disease,West Virginia,WV,4666,193.7
2013,Heart disease,Wisconsin,WI,11362,159.3
2013,Heart disease,Wyoming,WY,939,152.4
2013,Influenza and pneumonia,Alabama,AL,1035,19.2
2013,Influenza and pneumonia,Alaska,AK,66,14.1
2013,Influenza and pneumonia,Arizona,AZ,776,10.4
2013,Influenza and pneumonia,Arkansas,AR,794,23.3
2013,Influenza and pneumonia,California,CA,6551,16.6
2013,Influenza and pneumonia,Colorado,CO,606,12
2013,Influenza and pneumonia,Connecticut,CT,604,12.2
2013,Influenza and pneumonia,Delaware,DE,150,13.6
2013,Influenza and pneumonia,District of Columbia,DC,83,13.2
2013,Influenza and pneumonia,Florida,FL,2662,9.5
2013,Influenza and pneumonia,Georgia,GA,1494,16.8
2013,Influenza and pneumonia,Hawaii,HI,457,24.1
2013,Influenza and pneumonia,Idaho,ID,259,15.1
2013,Influenza and pneumonia,Illinois,IL,2441,16.8
2013,Influenza and pneumonia,Indiana,IN,1132,15.3
2013,Influenza and pneumonia,Iowa,IA,761,17.8
2013,Influenza and pneumonia,Kansas,KS,715,20.2
2013,Influenza and pneumonia,Kentucky,KY,919,19.1
2013,Influenza and pneumonia,Louisiana,LA,892,18.6
2013,Influenza and pneumonia,Maine,ME,258,14
2013,Influenza and pneumonia,Maryland,MD,1103,17.2
2013,Influenza and pneumonia,Massachusetts,MA,1551,18
2013,Influenza and pneumonia,Michigan,MI,1896,15.8
2013,Influenza and pneumonia,Minnesota,MN,751,11.6
2013,Influenza and pneumonia,Mississippi,MS,769,24.3
2013,Influenza and pneumonia,Missouri,MO,1352,18.7
2013,Influenza and pneumonia,Montana,MT,210,16.4
2013,Influenza and pneumonia,Nebraska,NE,343,14.5
2013,Influenza and pneumonia,Nevada,NV,513,18.6
2013,Influenza and pneumonia,New Hampshire,NH,226,13.9
2013,Influenza and pneumonia,New Jersey,NJ,1356,12.6
2013,Influenza and pneumonia,New Mexico,NM,337,14.8
2013,Influenza and pneumonia,New York,NY,4892,20.5
2013,Influenza and pneumonia,North Carolina,NC,1931,18.3
2013,Influenza and pneumonia,North Dakota,ND,134,14.6
2013,Influenza and pneumonia,Ohio,OH,2374,16.6
2013,Influenza and pneumonia,Oklahoma,OK,759,18
2013,Influenza and pneumonia,Oregon,OR,496,10.4
2013,Influenza and pneumonia,Pennsylvania,PA,2884,16.2
2013,Influenza and pneumonia,Rhode Island,RI,195,12.9
2013,Influenza and pneumonia,South Carolina,SC,747,14.2
2013,Influenza and pneumonia,South Dakota,SD,184,16.2
2013,Influenza and pneumonia,Tennessee,TN,1564,22.1
2013,Influenza and pneumonia,Texas,TX,3339,14.4
2013,Influenza and pneumonia,Utah,UT,413,18.6
2013,Influenza and pneumonia,Vermont,VT,77,9.3
2013,Influenza and pneumonia,Virginia,VA,1442,17
2013,Influenza and pneumonia,Washington,WA,768,10.1
2013,Influenza and pneumonia,West Virginia,WV,481,20.2
2013,Influenza and pneumonia,Wisconsin,WI,1125,15.6
2013,Influenza and pneumonia,Wyoming,WY,112,18.4
2013,Kidney disease,Alabama,AL,1057,19.3
2013,Kidney disease,Alaska,AK,49,10.1
2013,Kidney disease,Arizona,AZ,374,4.9
2013,Kidney disease,Arkansas,AR,762,22
2013,Kidney disease,California,CA,2840,7.2
2013,Kidney disease,Colorado,CO,450,9
2013,Kidney disease,Connecticut,CT,565,11.9
2013,Kidney disease,Delaware,DE,178,16
2013,Kidney disease,District of Columbia,DC,54,8.8
2013,Kidney disease,Florida,FL,3130,11.1
2013,Kidney disease,Georgia,GA,1652,18.1
2013,Kidney disease,Hawaii,HI,209,11.3
2013,Kidney disease,Idaho,ID,148,8.8
2013,Kidney disease,Illinois,IL,2444,17.1
2013,Kidney disease,Indiana,IN,1352,18.4
2013,Kidney disease,Iowa,IA,369,8.8
2013,Kidney disease,Kansas,KS,594,17.4
2013,Kidney disease,Kentucky,KY,991,20.5
2013,Kidney disease,Louisiana,LA,1108,23.1
2013,Kidney disease,Maine,ME,252,13.6
2013,Kidney disease,Maryland,MD,737,11.4
2013,Kidney disease,Massachusetts,MA,1261,15.1
2013,Kidney disease,Michigan,MI,1660,13.9
2013,Kidney disease,Minnesota,MN,653,10.2
2013,Kidney disease,Mississippi,MS,731,22.8
2013,Kidney disease,Missouri,MO,1305,18
2013,Kidney disease,Montana,MT,130,10.3
2013,Kidney disease,Nebraska,NE,222,10
2013,Kidney disease,Nevada,NV,370,13.3
2013,Kidney disease,New Hampshire,NH,175,11
2013,Kidney disease,New Jersey,NJ,1400,13.2
2013,Kidney disease,New Mexico,NM,302,13.2
2013,Kidney disease,New York,NY,2285,9.7
2013,Kidney disease,North Carolina,NC,1780,16.6
2013,Kidney disease,North Dakota,ND,117,12.9
2013,Kidney disease,Ohio,OH,1985,14
2013,Kidney disease,Oklahoma,OK,606,14.4
2013,Kidney disease,Oregon,OR,327,6.9
2013,Kidney disease,Pennsylvania,PA,2767,15.7
2013,Kidney disease,Rhode Island,RI,149,10.4
2013,Kidney disease,South Carolina,SC,869,16
2013,Kidney disease,South Dakota,SD,64,5.9
2013,Kidney disease,Tennessee,TN,1068,14.8
2013,Kidney disease,Texas,TX,3722,15.9
2013,Kidney disease,Utah,UT,312,14.1
2013,Kidney disease,Vermont,VT,30,3.8
2013,Kidney disease,Virginia,VA,1547,18
2013,Kidney disease,Washington,WA,461,6.1
2013,Kidney disease,West Virginia,WV,450,18.6
2013,Kidney disease,Wisconsin,WI,993,14
2013,Kidney disease,Wyoming,WY,56,9.4
2013,Stroke,Alabama,AL,2604,48.1
2013,Stroke,Alaska,AK,189,40.7
2013,Stroke,Arizona,AZ,2162,28.6
2013,Stroke,Arkansas,AR,1637,47.6
2013,Stroke,California,CA,13698,34.9
2013,Stroke,Colorado,CO,1588,32
2013,Stroke,Connecticut,CT,1348,28.3
2013,Stroke,Delaware,DE,409,37
2013,Stroke,District of Columbia,DC,187,30.1
2013,Stroke,Florida,FL,8698,30.6
2013,Stroke,Georgia,GA,3694,41.4
2013,Stroke,Hawaii,HI,634,34.9
2013,Stroke,Idaho,ID,598,35.4
2013,Stroke,Illinois,IL,5294,36.7
2013,Stroke,Indiana,IN,2996,40.7
2013,Stroke,Iowa,IA,1409,33.9
2013,Stroke,Kansas,KS,1320,38.1
2013,Stroke,Kentucky,KY,1990,41.7
2013,Stroke,Louisiana,LA,2098,44
2013,Stroke,Maine,ME,620,33.4
2013,Stroke,Maryland,MD,2315,36.1
2013,Stroke,Massachusetts,MA,2354,27.7
2013,Stroke,Michigan,MI,4373,36.3
2013,Stroke,Minnesota,MN,2073,32
2013,Stroke,Mississippi,MS,1500,47.2
2013,Stroke,Missouri,MO,2935,40.6
2013,Stroke,Montana,MT,480,37.6
2013,Stroke,Nebraska,NE,820,36.4
2013,Stroke,Nevada,NV,905,33.3
2013,Stroke,New Hampshire,NH,441,27.6
2013,Stroke,New Jersey,NJ,3456,32.4
2013,Stroke,New Mexico,NM,689,30
2013,Stroke,New York,NY,6176,26.3
2013,Stroke,North Carolina,NC,4503,42.4
2013,Stroke,North Dakota,ND,306,32.4
2013,Stroke,Ohio,OH,5690,39.9
2013,Stroke,Oklahoma,OK,1880,44.5
2013,Stroke,Oregon,OR,1775,37.3
2013,Stroke,Pennsylvania,PA,6604,37.2
2013,Stroke,Rhode Island,RI,397,27.7
2013,Stroke,South Carolina,SC,2508,47.6
2013,Stroke,South Dakota,SD,418,38
2013,Stroke,Tennessee,TN,3157,44.4
2013,Stroke,Texas,TX,9283,40.2
2013,Stroke,Utah,UT,836,38.2
2013,Stroke,Vermont,VT,260,31.7
2013,Stroke,Virginia,VA,3287,38.6
2013,Stroke,Washington,WA,2652,35.5
2013,Stroke,West Virginia,WV,983,40.7
2013,Stroke,Wisconsin,WI,2536,36
2013,Stroke,Wyoming,WY,213,35.1
2013,Suicide,Alabama,AL,721,14.4
2013,Suicide,Alaska,AK,171,23.2
2013,Suicide,Arizona,AZ,1163,17.5
2013,Suicide,Arkansas,AR,516,17.3
2013,Suicide,California,CA,4025,10.2
2013,Suicide,Colorado,CO,1007,18.6
2013,Suicide,Connecticut,CT,330,8.7
2013,Suicide,Delaware,DE,122,12.5
2013,Suicide,District of Columbia,DC,38,5.7
2013,Suicide,Florida,FL,2928,13.8
2013,Suicide,Georgia,GA,1212,12
2013,Suicide,Hawaii,HI,171,11.8
2013,Suicide,Idaho,ID,308,19.2
2013,Suicide,Illinois,IL,1321,9.9
2013,Suicide,Indiana,IN,944,14.3
2013,Suicide,Iowa,IA,447,14.4
2013,Suicide,Kansas,KS,425,14.7
2013,Suicide,Kentucky,KY,701,15.6
2013,Suicide,Louisiana,LA,583,12.4
2013,Suicide,Maine,ME,245,17.4
2013,Suicide,Maryland,MD,569,9.2
2013,Suicide,Massachusetts,MA,572,8.2
2013,Suicide,Michigan,MI,1295,12.9
2013,Suicide,Minnesota,MN,678,12.1
2013,Suicide,Mississippi,MS,388,13
2013,Suicide,Missouri,MO,960,15.6
2013,Suicide,Montana,MT,243,23.7
2013,Suicide,Nebraska,NE,220,11.6
2013,Suicide,Nevada,NV,541,18.6
2013,Suicide,New Hampshire,NH,185,12.8
2013,Suicide,New Jersey,NJ,757,8
2013,Suicide,New Mexico,NM,431,20.3
2013,Suicide,New York,NY,1687,8.1
2013,Suicide,North Carolina,NC,1284,12.6
2013,Suicide,North Dakota,ND,128,17.3
2013,Suicide,Ohio,OH,1526,12.9
2013,Suicide,Oklahoma,OK,665,17.2
2013,Suicide,Oregon,OR,698,16.8
2013,Suicide,Pennsylvania,PA,1788,13.4
2013,Suicide,Rhode Island,RI,132,12.2
2013,Suicide,South Carolina,SC,696,14
2013,Suicide,South Dakota,SD,147,18
2013,Suicide,Tennessee,TN,1030,15.4
2013,Suicide,Texas,TX,3059,11.7
2013,Suicide,Utah,UT,579,21.4
2013,Suicide,Vermont,VT,112,16.8
2013,Suicide,Virginia,VA,1072,12.5
2013,Suicide,Washington,WA,1027,14.1
2013,Suicide,West Virginia,WV,323,16.4
2013,Suicide,Wisconsin,WI,850,14.4
2013,Suicide,Wyoming,WY,129,21.5
2013,Unintentional injuries,Alabama,AL,2329,47.2
2013,Unintentional injuries,Alaska,AK,353,52.5
2013,Unintentional injuries,Arizona,AZ,3349,48.6
2013,Unintentional injuries,Arkansas,AR,1373,44.8
2013,Unintentional injuries,California,CA,11538,29.2
2013,Unintentional injuries,Colorado,CO,2422,46.4
2013,Unintentional injuries,Connecticut,CT,1582,39.3
2013,Unintentional injuries,Delaware,DE,412,42.9
2013,Unintentional injuries,District of Columbia,DC,216,33.6
2013,Unintentional injuries,Florida,FL,8736,39.1
2013,Unintentional injuries,Georgia,GA,3727,38.3
2013,Unintentional injuries,Hawaii,HI,467,30.1
2013,Unintentional injuries,Idaho,ID,776,47.7
2013,Unintentional injuries,Illinois,IL,4511,33.6
2013,Unintentional injuries,Indiana,IN,2898,43.1
2013,Unintentional injuries,Iowa,IA,1422,40
2013,Unintentional injuries,Kansas,KS,1359,44.4
2013,Unintentional injuries,Kentucky,KY,2513,55.7
2013,Unintentional injuries,Louisiana,LA,2333,50.5
2013,Unintentional injuries,Maine,ME,644,42.6
2013,Unintentional injuries,Maryland,MD,1732,27.9
2013,Unintentional injuries,Massachusetts,MA,2393,32.5
2013,Unintentional injuries,Michigan,MI,4225,40.1
2013,Unintentional injuries,Minnesota,MN,2405,40.1
2013,Unintentional injuries,Mississippi,MS,1692,55.6
2013,Unintentional injuries,Missouri,MO,2981,47
2013,Unintentional injuries,Montana,MT,623,57.7
2013,Unintentional injuries,Nebraska,NE,703,34.9
2013,Unintentional injuries,Nevada,NV,1184,41.9
2013,Unintentional injuries,New Hampshire,NH,619,42.5
2013,Unintentional injuries,New Jersey,NJ,3028,31.8
2013,Unintentional injuries,New Mexico,NM,1245,59
2013,Unintentional injuries,New York,NY,5927,27.8
2013,Unintentional injuries,North Carolina,NC,4324,42.7
2013,Unintentional injuries,North Dakota,ND,326,41.7
2013,Unintentional injuries,Ohio,OH,5497,45
2013,Unintentional injuries,Oklahoma,OK,2474,62.7
2013,Unintentional injuries,Oregon,OR,1755,40.1
2013,Unintentional injuries,Pennsylvania,PA,6359,44.9
2013,Unintentional injuries,Rhode Island,RI,537,45.3
2013,Unintentional injuries,South Carolina,SC,2287,46.6
2013,Unintentional injuries,South Dakota,SD,425,46.7
2013,Unintentional injuries,Tennessee,TN,3540,52.7
2013,Unintentional injuries,Texas,TX,9395,37
2013,Unintentional injuries,Utah,UT,1103,43.4
2013,Unintentional injuries,Vermont,VT,352,49.6
2013,Unintentional injuries,Virginia,VA,2951,34.9
2013,Unintentional injuries,Washington,WA,2826,38.7
2013,Unintentional injuries,West Virginia,WV,1395,71.7
2013,Unintentional injuries,Wisconsin,WI,2969,46.8
2013,Unintentional injuries,Wyoming,WY,325,55.2
2012,All causes,Alabama,AL,49301,926.7
2012,All causes,Alaska,AK,3912,731.4
2012,All causes,Arizona,AZ,49549,682.9
2012,All causes,Arkansas,AR,30117,897.5
2012,All causes,California,CA,242554,630.4
2012,All causes,Colorado,CO,33133,665.6
2012,All causes,Connecticut,CT,29316,648.2
2012,All causes,Delaware,DE,7875,745.4
2012,All causes,District of Columbia,DC,4650,757.2
2012,All causes,Florida,FL,177291,669.9
2012,All causes,Georgia,GA,72847,808.6
2012,All causes,Hawaii,HI,10274,586.5
2012,All causes,Idaho,ID,11998,726.6
2012,All causes,Illinois,IL,102433,728.7
2012,All causes,Indiana,IN,59332,827.5
2012,All causes,Iowa,IA,28389,718.3
2012,All causes,Kansas,KS,25145,761
2012,All causes,Kentucky,KY,43664,916.3
2012,All causes,Louisiana,LA,42320,898.6
2012,All causes,Maine,ME,12870,730.4
2012,All causes,Maryland,MD,44477,709.1
2012,All causes,Massachusetts,MA,53177,657.9
2012,All causes,Michigan,MI,89901,774.2
2012,All causes,Minnesota,MN,40016,649.5
2012,All causes,Mississippi,MS,29544,942.9
2012,All causes,Missouri,MO,56094,803
2012,All causes,Montana,MT,8976,732.4
2012,All causes,Nebraska,NE,15659,719
2012,All causes,Nevada,NV,20785,774.6
2012,All causes,New Hampshire,NH,10730,687.5
2012,All causes,New Jersey,NJ,70534,677.6
2012,All causes,New Mexico,NM,16710,744.6
2012,All causes,New York,NY,148991,652.1
2012,All causes,North Carolina,NC,81925,786.4
2012,All causes,North Dakota,ND,6038,701.2
2012,All causes,Ohio,OH,112498,817.9
2012,All causes,Oklahoma,OK,36870,891.5
2012,All causes,Oregon,OR,32759,706.6
2012,All causes,Pennsylvania,PA,126981,759.2
2012,All causes,Rhode Island,RI,9354,686.5
2012,All causes,South Carolina,SC,43198,835.2
2012,All causes,South Dakota,SD,7333,712.3
2012,All causes,Tennessee,TN,61956,880.6
2012,All causes,Texas,TX,174187,753.3
2012,All causes,Utah,UT,15676,700
2012,All causes,Vermont,VT,5491,700.1
2012,All causes,Virginia,VA,61564,730.2
2012,All causes,Washington,WA,50105,681.5
2012,All causes,West Virginia,WV,21915,939.3
2012,All causes,Wisconsin,WI,48384,707.8
2012,All causes,Wyoming,WY,4481,748.3
2012,Alzheimer's disease,Alabama,AL,1390,27.2
2012,Alzheimer's disease,Alaska,AK,102,27.2
2012,Alzheimer's disease,Arizona,AZ,2160,30
2012,Alzheimer's disease,Arkansas,AR,931,27.9
2012,Alzheimer's disease,California,CA,11649,30
2012,Alzheimer's disease,Colorado,CO,1322,28.4
2012,Alzheimer's disease,Connecticut,CT,842,16.8
2012,Alzheimer's disease,Delaware,DE,213,20.2
2012,Alzheimer's disease,District of Columbia,DC,129,20.5
2012,Alzheimer's disease,Florida,FL,4422,15.2
2012,Alzheimer's disease,Georgia,GA,2074,26.2
2012,Alzheimer's disease,Hawaii,HI,249,12.4
2012,Alzheimer's disease,Idaho,ID,354,21.9
2012,Alzheimer's disease,Illinois,IL,2865,19.8
2012,Alzheimer's disease,Indiana,IN,2038,28.1
2012,Alzheimer's disease,Iowa,IA,1336,30.5
2012,Alzheimer's disease,Kansas,KS,789,22.5
2012,Alzheimer's disease,Kentucky,KY,1506,33
2012,Alzheimer's disease,Louisiana,LA,1399,31.6
2012,Alzheimer's disease,Maine,ME,432,23.5
2012,Alzheimer's disease,Maryland,MD,906,14.7
2012,Alzheimer's disease,Massachusetts,MA,1713,19.8
2012,Alzheimer's disease,Michigan,MI,3064,25.6
2012,Alzheimer's disease,Minnesota,MN,1445,22.2
2012,Alzheimer's disease,Mississippi,MS,923,30.7
2012,Alzheimer's disease,Missouri,MO,1863,25.9
2012,Alzheimer's disease,Montana,MT,265,20.8
2012,Alzheimer's disease,Nebraska,NE,570,24.4
2012,Alzheimer's disease,Nevada,NV,356,15.3
2012,Alzheimer's disease,New Hampshire,NH,392,25.1
2012,Alzheimer's disease,New Jersey,NJ,1881,17.1
2012,Alzheimer's disease,New Mexico,NM,373,17.1
2012,Alzheimer's disease,New York,NY,2640,10.9
2012,Alzheimer's disease,North Carolina,NC,2850,28.4
2012,Alzheimer's disease,North Dakota,ND,364,36.6
2012,Alzheimer's disease,Ohio,OH,3935,27.4
2012,Alzheimer's disease,Oklahoma,OK,1069,26.3
2012,Alzheimer's disease,Oregon,OR,1326,27.9
2012,Alzheimer's disease,Pennsylvania,PA,3505,18.9
2012,Alzheimer's disease,Rhode Island,RI,299,19.8
2012,Alzheimer's disease,South Carolina,SC,1634,33.6
2012,Alzheimer's disease,South Dakota,SD,460,39.4
2012,Alzheimer's disease,Tennessee,TN,2434,36.3
2012,Alzheimer's disease,Texas,TX,5175,24.6
2012,Alzheimer's disease,Utah,UT,411,19.9
2012,Alzheimer's disease,Vermont,VT,284,35.3
2012,Alzheimer's disease,Virginia,VA,1712,21.2
2012,Alzheimer's disease,Washington,WA,3219,43.8
2012,Alzheimer's disease,West Virginia,WV,598,25.3
2012,Alzheimer's disease,Wisconsin,WI,1646,22.6
2012,Alzheimer's disease,Wyoming,WY,123,21.5
2012,Cancer,Alabama,AL,10276,185.2
2012,Cancer,Alaska,AK,925,166.5
2012,Cancer,Arizona,AZ,11085,148.6
2012,Cancer,Arkansas,AR,6540,189.1
2012,Cancer,California,CA,57676,150.9
2012,Cancer,Colorado,CO,7306,143.1
2012,Cancer,Connecticut,CT,6681,152
2012,Cancer,Delaware,DE,1935,177
2012,Cancer,District of Columbia,DC,1081,178.8
2012,Cancer,Florida,FL,42188,158.8
2012,Cancer,Georgia,GA,16021,169.1
2012,Cancer,Hawaii,HI,2284,134.5
2012,Cancer,Idaho,ID,2572,152
2012,Cancer,Illinois,IL,24562,175.6
2012,Cancer,Indiana,IN,13368,184.4
2012,Cancer,Iowa,IA,6438,168.6
2012,Cancer,Kansas,KS,5429,168.2
2012,Cancer,Kentucky,KY,10012,201.5
2012,Cancer,Louisiana,LA,9308,190.7
2012,Cancer,Maine,ME,3226,179.3
2012,Cancer,Maryland,MD,10525,165.6
2012,Cancer,Massachusetts,MA,12864,163.3
2012,Cancer,Michigan,MI,20496,174.8
2012,Cancer,Minnesota,MN,9424,155.9
2012,Cancer,Mississippi,MS,6499,200.4
2012,Cancer,Missouri,MO,12919,182.3
2012,Cancer,Montana,MT,1954,155.1
2012,Cancer,Nebraska,NE,3479,164.7
2012,Cancer,Nevada,NV,4610,163.6
2012,Cancer,New Hampshire,NH,2660,167.8
2012,Cancer,New Jersey,NJ,16485,160.3
2012,Cancer,New Mexico,NM,3462,148.1
2012,Cancer,New York,NY,35882,159.4
2012,Cancer,North Carolina,NC,18405,170.2
2012,Cancer,North Dakota,ND,1253,150.7
2012,Cancer,Ohio,OH,25261,182.7
2012,Cancer,Oklahoma,OK,8040,189.9
2012,Cancer,Oregon,OR,7832,168
2012,Cancer,Pennsylvania,PA,28909,175.5
2012,Cancer,Rhode Island,RI,2148,163.5
2012,Cancer,South Carolina,SC,9728,178.8
2012,Cancer,South Dakota,SD,1630,163
2012,Cancer,Tennessee,TN,13765,187.6
2012,Cancer,Texas,TX,38142,160.3
2012,Cancer,Utah,UT,2876,128.2
2012,Cancer,Vermont,VT,1325,165
2012,Cancer,Virginia,VA,14294,165
2012,Cancer,Washington,WA,11952,161.4
2012,Cancer,West Virginia,WV,4684,191.8
2012,Cancer,Wisconsin,WI,11252,166.3
2012,Cancer,Wyoming,WY,955,154.2
2012,CLRD,Alabama,AL,3015,55.2
2012,CLRD,Alaska,AK,189,40.9
2012,CLRD,Arizona,AZ,3221,43.6
2012,CLRD,Arkansas,AR,1910,55.8
2012,CLRD,California,CA,12963,34.5
2012,CLRD,Colorado,CO,2239,46.7
2012,CLRD,Connecticut,CT,1387,30.9
2012,CLRD,Delaware,DE,420,39.1
2012,CLRD,District of Columbia,DC,139,23.5
2012,CLRD,Florida,FL,10585,38.4
2012,CLRD,Georgia,GA,3977,45
2012,CLRD,Hawaii,HI,312,17.7
2012,CLRD,Idaho,ID,754,46
2012,CLRD,Illinois,IL,5313,38.6
2012,CLRD,Indiana,IN,3962,55.5
2012,CLRD,Iowa,IA,1824,46.8
2012,CLRD,Kansas,KS,1687,51.8
2012,CLRD,Kentucky,KY,3100,64.2
2012,CLRD,Louisiana,LA,2074,44.5
2012,CLRD,Maine,ME,817,45.4
2012,CLRD,Maryland,MD,1981,32.3
2012,CLRD,Massachusetts,MA,2520,31.7
2012,CLRD,Michigan,MI,5251,45.2
2012,CLRD,Minnesota,MN,2124,35.3
2012,CLRD,Mississippi,MS,1729,54.7
2012,CLRD,Missouri,MO,3650,51.7
2012,CLRD,Montana,MT,605,48.6
2012,CLRD,Nebraska,NE,1052,48.9
2012,CLRD,Nevada,NV,1370,52
2012,CLRD,New Hampshire,NH,674,43.5
2012,CLRD,New Jersey,NJ,3271,31.7
2012,CLRD,New Mexico,NM,965,42.5
2012,CLRD,New York,NY,7034,31.1
2012,CLRD,North Carolina,NC,4844,46.4
2012,CLRD,North Dakota,ND,306,35.3
2012,CLRD,Ohio,OH,7070,51.2
2012,CLRD,Oklahoma,OK,2585,61.4
2012,CLRD,Oregon,OR,1915,42.2
2012,CLRD,Pennsylvania,PA,6550,38.8
2012,CLRD,Rhode Island,RI,504,36.9
2012,CLRD,South Carolina,SC,2467,46.9
2012,CLRD,South Dakota,SD,481,45.7
2012,CLRD,Tennessee,TN,3695,51.8
2012,CLRD,Texas,TX,9524,42.7
2012,CLRD,Utah,UT,663,30.6
2012,CLRD,Vermont,VT,364,46.3
2012,CLRD,Virginia,VA,3070,36.9
2012,CLRD,Washington,WA,2955,41
2012,CLRD,West Virginia,WV,1524,62.4
2012,CLRD,Wisconsin,WI,2524,37.1
2012,CLRD,Wyoming,WY,334,55.8
2012,Diabetes,Alabama,AL,1300,23.9
2012,Diabetes,Alaska,AK,107,18.8
2012,Diabetes,Arizona,AZ,1736,23.4
2012,Diabetes,Arkansas,AR,833,24.6
2012,Diabetes,California,CA,7895,20.7
2012,Diabetes,Colorado,CO,797,15.9
2012,Diabetes,Connecticut,CT,631,14.2
2012,Diabetes,Delaware,DE,241,22.3
2012,Diabetes,District of Columbia,DC,145,24.1
2012,Diabetes,Florida,FL,5092,19.2
2012,Diabetes,Georgia,GA,2088,22.6
2012,Diabetes,Hawaii,HI,277,16.2
2012,Diabetes,Idaho,ID,371,22.9
2012,Diabetes,Illinois,IL,2706,19.2
2012,Diabetes,Indiana,IN,1860,25.9
2012,Diabetes,Iowa,IA,692,17.6
2012,Diabetes,Kansas,KS,639,19.6
2012,Diabetes,Kentucky,KY,1256,25.9
2012,Diabetes,Louisiana,LA,1290,26.9
2012,Diabetes,Maine,ME,380,21.3
2012,Diabetes,Maryland,MD,1218,19.2
2012,Diabetes,Massachusetts,MA,1099,13.6
2012,Diabetes,Michigan,MI,2685,23
2012,Diabetes,Minnesota,MN,1165,19.1
2012,Diabetes,Mississippi,MS,1050,32.6
2012,Diabetes,Missouri,MO,1377,19.6
2012,Diabetes,Montana,MT,233,19.1
2012,Diabetes,Nebraska,NE,442,20.7
2012,Diabetes,Nevada,NV,438,15.9
2012,Diabetes,New Hampshire,NH,275,17.5
2012,Diabetes,New Jersey,NJ,1988,19.3
2012,Diabetes,New Mexico,NM,652,28.3
2012,Diabetes,New York,NY,4010,17.7
2012,Diabetes,North Carolina,NC,2409,22.6
2012,Diabetes,North Dakota,ND,185,22
2012,Diabetes,Ohio,OH,3618,26.1
2012,Diabetes,Oklahoma,OK,1201,28.4
2012,Diabetes,Oregon,OR,1126,24.3
2012,Diabetes,Pennsylvania,PA,3735,22.3
2012,Diabetes,Rhode Island,RI,198,14.7
2012,Diabetes,South Carolina,SC,1197,22.3
2012,Diabetes,South Dakota,SD,218,21.5
2012,Diabetes,Tennessee,TN,1852,25.8
2012,Diabetes,Texas,TX,5136,21.9
2012,Diabetes,Utah,UT,541,24.6
2012,Diabetes,Vermont,VT,168,21.4
2012,Diabetes,Virginia,VA,1603,18.6
2012,Diabetes,Washington,WA,1650,22.4
2012,Diabetes,West Virginia,WV,741,30.5
2012,Diabetes,Wisconsin,WI,1289,19
2012,Diabetes,Wyoming,WY,97,15.9
2012,Heart disease,Alabama,AL,12036,225.1
2012,Heart disease,Alaska,AK,708,136.5
2012,Heart disease,Arizona,AZ,10689,145.5
2012,Heart disease,Arkansas,AR,7407,218.6
2012,Heart disease,California,CA,59371,153.3
2012,Heart disease,Colorado,CO,6311,127.3
2012,Heart disease,Connecticut,CT,7282,155.3
2012,Heart disease,Delaware,DE,1790,168.8
2012,Heart disease,District of Columbia,DC,1298,213
2012,Heart disease,Florida,FL,42125,153
2012,Heart disease,Georgia,GA,15825,177.6
2012,Heart disease,Hawaii,HI,2430,135.2
2012,Heart disease,Idaho,ID,2515,150.9
2012,Heart disease,Illinois,IL,24667,172.7
2012,Heart disease,Indiana,IN,13675,188.4
2012,Heart disease,Iowa,IA,7005,170.4
2012,Heart disease,Kansas,KS,5366,158.2
2012,Heart disease,Kentucky,KY,10024,208.2
2012,Heart disease,Louisiana,LA,10074,213.1
2012,Heart disease,Maine,ME,2623,145.9
2012,Heart disease,Maryland,MD,11023,174.4
2012,Heart disease,Utah,UT,3091,142.4
2012,Heart disease,Massachusetts,MA,11602,139.1
2012,Heart disease,Michigan,MI,23520,197.9
2012,Heart disease,Minnesota,MN,7496,119.2
2012,Heart disease,Mississippi,MS,7269,231.3
2012,Heart disease,Missouri,MO,13742,193.4
2012,Heart disease,Montana,MT,1903,151.1
2012,Heart disease,Nebraska,NE,3307,146.9
2012,Heart disease,Nevada,NV,5166,192.5
2012,Heart disease,New Hampshire,NH,2324,146.1
2012,Heart disease,New Jersey,NJ,18340,171.5
2012,Heart disease,New Mexico,NM,3352,147.8
2012,Heart disease,New York,NY,43795,186.5
2012,Heart disease,North Carolina,NC,17348,166.1
2012,Heart disease,North Dakota,ND,1368,151.6
2012,Heart disease,Ohio,OH,26426,187.7
2012,Heart disease,Oklahoma,OK,9198,220.4
2012,Heart disease,Oregon,OR,6180,130.3
2012,Heart disease,Pennsylvania,PA,30952,177.7
2012,Heart disease,Rhode Island,RI,2360,165.2
2012,Heart disease,South Carolina,SC,9364,180.2
2012,Heart disease,South Dakota,SD,1668,155.4
2012,Heart disease,Tennessee,TN,14454,203.7
2012,Heart disease,Texas,TX,39061,171.3
2012,Heart disease,Vermont,VT,1206,150.6
2012,Heart disease,Virginia,VA,13386,158.6
2012,Heart disease,Washington,WA,10360,139.3
2012,Heart disease,West Virginia,WV,4942,208.1
2012,Heart disease,Wisconsin,WI,11282,160.7
